INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0601', 'Hoang Tuan', 'M', TO_DATE('1969-11-10','YYYY-MM-DD'), '0385331868', 'Phuong 10, Quan 7, Hai Phong', TO_DATE('2020-06-14','YYYY-MM-DD'), 24832671.12, 'Director', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0805', 'Le Thao', 'M', TO_DATE('1973-07-23','YYYY-MM-DD'), '0902114734', 'Phuong 13, Quan 6, Can Tho', TO_DATE('2022-12-13','YYYY-MM-DD'), 10965121.69, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0806', 'Dang Vy', 'M', TO_DATE('1978-11-27','YYYY-MM-DD'), '0901541239', 'Phuong 2, Quan 2, Ho Chi Minh', TO_DATE('2023-11-14','YYYY-MM-DD'), 8162719.00, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0807', 'Huynh Minh', 'M', TO_DATE('1983-04-16','YYYY-MM-DD'), '0335958343', 'Phuong 5, Quan 8, Ho Chi Minh', TO_DATE('2010-08-03','YYYY-MM-DD'), 25228317.15, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0808', 'Phan Huy', 'F', TO_DATE('1996-04-28','YYYY-MM-DD'), '0389845245', 'Phuong 12, Quan 7, Da Lat', TO_DATE('2019-06-13','YYYY-MM-DD'), 29126511.50, 'Cashier', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0809', 'Huynh Tuan', 'F', TO_DATE('1966-10-05','YYYY-MM-DD'), '0904615120', 'Phuong 18, Quan 3, Can Tho', TO_DATE('2010-08-20','YYYY-MM-DD'), 7698858.60, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0810', 'Hoang Hai', 'F', TO_DATE('1983-07-28','YYYY-MM-DD'), '0360246826', 'Phuong 18, Quan 2, Da Nang', TO_DATE('2015-06-12','YYYY-MM-DD'), 18965951.55, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0811', 'Pham Binh', 'M', TO_DATE('2001-08-11','YYYY-MM-DD'), '0347876058', 'Phuong 18, Quan 1, Ho Chi Minh', TO_DATE('2024-03-10','YYYY-MM-DD'), 6778963.40, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0812', 'Vu Dung', 'M', TO_DATE('1971-03-30','YYYY-MM-DD'), '0384539441', 'Phuong 14, Quan 6, Ho Chi Minh', TO_DATE('2015-04-27','YYYY-MM-DD'), 29978237.82, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0813', 'Vu Khanh', 'M', TO_DATE('1988-02-14','YYYY-MM-DD'), '0356691552', 'Phuong 17, Quan 7, Da Nang', TO_DATE('2024-03-06','YYYY-MM-DD'), 29142925.05, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0814', 'Dang Thao', 'M', TO_DATE('1982-06-04','YYYY-MM-DD'), '0902417149', 'Phuong 8, Quan 9, Da Lat', TO_DATE('2011-03-15','YYYY-MM-DD'), 6901605.30, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0815', 'Hoang Binh', 'M', TO_DATE('2000-02-27','YYYY-MM-DD'), '0343697181', 'Phuong 14, Quan 4, Hai Phong', TO_DATE('2012-02-10','YYYY-MM-DD'), 12869826.09, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0816', 'Dang Minh', 'F', TO_DATE('1996-10-18','YYYY-MM-DD'), '0396885142', 'Phuong 20, Quan 8, Da Nang', TO_DATE('2015-03-24','YYYY-MM-DD'), 19425804.71, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0817', 'Tran Quynh', 'M', TO_DATE('1998-05-25','YYYY-MM-DD'), '0397401586', 'Phuong 2, Quan 1, Can Tho', TO_DATE('2014-11-06','YYYY-MM-DD'), 25823373.61, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0818', 'Pham Thao', 'M', TO_DATE('1990-03-17','YYYY-MM-DD'), '0390076874', 'Phuong 7, Quan 3, Can Tho', TO_DATE('2014-02-16','YYYY-MM-DD'), 25845303.08, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0819', 'Pham Huy', 'M', TO_DATE('1988-11-12','YYYY-MM-DD'), '0348265181', 'Phuong 6, Quan 1, Ha Noi', TO_DATE('2021-11-16','YYYY-MM-DD'), 26901430.30, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0820', 'Nguyen Chau', 'F', TO_DATE('1980-04-19','YYYY-MM-DD'), '0383288030', 'Phuong 15, Quan 2, Nha Trang', TO_DATE('2022-10-22','YYYY-MM-DD'), 16481791.51, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0821', 'Pham Huy', 'F', TO_DATE('1968-08-10','YYYY-MM-DD'), '0332474683', 'Phuong 18, Quan 3, Da Nang', TO_DATE('2018-11-05','YYYY-MM-DD'), 8993824.89, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0822', 'Le Ngoc', 'M', TO_DATE('1996-08-14','YYYY-MM-DD'), '0901488363', 'Phuong 2, Quan 4, Da Nang', TO_DATE('2012-01-26','YYYY-MM-DD'), 26888362.75, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0823', 'Huynh Trang', 'M', TO_DATE('1966-09-09','YYYY-MM-DD'), '0360585260', 'Phuong 1, Quan 5, Da Lat', TO_DATE('2015-01-14','YYYY-MM-DD'), 6516037.36, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0824', 'Nguyen Vy', 'M', TO_DATE('1971-09-11','YYYY-MM-DD'), '0374570354', 'Phuong 4, Quan 7, Nha Trang', TO_DATE('2024-08-09','YYYY-MM-DD'), 18900365.90, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0825', 'Vo Ngoc', 'M', TO_DATE('1993-01-12','YYYY-MM-DD'), '0900346716', 'Phuong 4, Quan 8, Nha Trang', TO_DATE('2017-04-21','YYYY-MM-DD'), 9003448.86, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0826', 'Hoang Binh', 'M', TO_DATE('1986-02-19','YYYY-MM-DD'), '0907252859', 'Phuong 13, Quan 7, Da Nang', TO_DATE('2020-04-29','YYYY-MM-DD'), 12462107.87, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0827', 'Vo Hai', 'M', TO_DATE('1995-07-16','YYYY-MM-DD'), '0386843316', 'Phuong 6, Quan 9, Nha Trang', TO_DATE('2013-11-20','YYYY-MM-DD'), 13287389.18, 'Technician', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0828', 'Nguyen Anh', 'M', TO_DATE('1970-01-09','YYYY-MM-DD'), '0906242200', 'Phuong 8, Quan 11, Hai Phong', TO_DATE('2018-02-24','YYYY-MM-DD'), 9451449.25, 'Accountant', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0829', 'Huynh Ha', 'M', TO_DATE('1970-03-20','YYYY-MM-DD'), '0383108454', 'Phuong 11, Quan 6, Nha Trang', TO_DATE('2019-12-31','YYYY-MM-DD'), 15066112.95, 'Sales Associate', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0830', 'Huynh Nga', 'F', TO_DATE('2002-03-05','YYYY-MM-DD'), '0365059754', 'Phuong 16, Quan 8, Da Lat', TO_DATE('2016-04-27','YYYY-MM-DD'), 27996066.02, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0831', 'Dang Vy', 'M', TO_DATE('1979-02-06','YYYY-MM-DD'), '0398115672', 'Phuong 6, Quan 2, Da Lat', TO_DATE('2014-06-23','YYYY-MM-DD'), 16599322.12, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0832', 'Vo Khanh', 'F', TO_DATE('1970-02-22','YYYY-MM-DD'), '0328922099', 'Phuong 20, Quan 1, Can Tho', TO_DATE('2011-04-12','YYYY-MM-DD'), 12873575.87, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0833', 'Vo Quynh', 'F', TO_DATE('1975-11-20','YYYY-MM-DD'), '0398459182', 'Phuong 8, Quan 12, Nha Trang', TO_DATE('2018-07-03','YYYY-MM-DD'), 20301219.48, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0834', 'Dang Dung', 'F', TO_DATE('1987-03-30','YYYY-MM-DD'), '0321569373', 'Phuong 7, Quan 2, Ho Chi Minh', TO_DATE('2019-12-17','YYYY-MM-DD'), 10624032.56, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0835', 'Phan Ngoc', 'F', TO_DATE('1975-01-22','YYYY-MM-DD'), '0346055183', 'Phuong 11, Quan 10, Ho Chi Minh', TO_DATE('2021-09-04','YYYY-MM-DD'), 20812304.72, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0836', 'Nguyen Hai', 'M', TO_DATE('1989-10-15','YYYY-MM-DD'), '0370200413', 'Phuong 9, Quan 7, Ho Chi Minh', TO_DATE('2010-03-31','YYYY-MM-DD'), 29402174.47, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0837', 'Hoang Tuan', 'F', TO_DATE('1981-03-28','YYYY-MM-DD'), '0328225076', 'Phuong 11, Quan 1, Da Lat', TO_DATE('2018-12-28','YYYY-MM-DD'), 15176439.74, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0838', 'Le Anh', 'M', TO_DATE('1967-01-27','YYYY-MM-DD'), '0348644086', 'Phuong 2, Quan 10, Da Nang', TO_DATE('2012-06-02','YYYY-MM-DD'), 16868715.68, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0839', 'Vo Giang', 'F', TO_DATE('1991-02-02','YYYY-MM-DD'), '0373954880', 'Phuong 15, Quan 11, Da Nang', TO_DATE('2023-09-08','YYYY-MM-DD'), 20938028.78, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0840', 'Pham Giang', 'F', TO_DATE('1984-07-30','YYYY-MM-DD'), '0350882078', 'Phuong 7, Quan 5, Can Tho', TO_DATE('2021-08-31','YYYY-MM-DD'), 27159300.41, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0841', 'Vu Chau', 'F', TO_DATE('1988-08-29','YYYY-MM-DD'), '0367727544', 'Phuong 9, Quan 9, Da Nang', TO_DATE('2012-01-29','YYYY-MM-DD'), 19693416.72, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0842', 'Phan Ha', 'M', TO_DATE('1980-12-18','YYYY-MM-DD'), '0386553695', 'Phuong 20, Quan 6, Da Lat', TO_DATE('2011-05-13','YYYY-MM-DD'), 6819351.84, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0843', 'Huynh Ha', 'M', TO_DATE('1968-02-01','YYYY-MM-DD'), '0388330891', 'Phuong 4, Quan 11, Can Tho', TO_DATE('2021-07-13','YYYY-MM-DD'), 20667017.77, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0844', 'Pham Ha', 'M', TO_DATE('2001-10-26','YYYY-MM-DD'), '0372796351', 'Phuong 4, Quan 8, Can Tho', TO_DATE('2010-05-27','YYYY-MM-DD'), 23727598.74, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0845', 'Phan Ha', 'F', TO_DATE('1966-01-19','YYYY-MM-DD'), '0325814629', 'Phuong 12, Quan 8, Ha Noi', TO_DATE('2017-08-21','YYYY-MM-DD'), 29796466.88, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0846', 'Phan Dung', 'F', TO_DATE('1996-03-22','YYYY-MM-DD'), '0342950643', 'Phuong 6, Quan 3, Nha Trang', TO_DATE('2017-08-21','YYYY-MM-DD'), 18560373.98, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0847', 'Nguyen Dung', 'M', TO_DATE('1997-11-14','YYYY-MM-DD'), '0355258561', 'Phuong 10, Quan 3, Nha Trang', TO_DATE('2017-06-22','YYYY-MM-DD'), 19908603.71, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0848', 'Tran Minh', 'M', TO_DATE('1974-04-18','YYYY-MM-DD'), '0365082672', 'Phuong 6, Quan 11, Can Tho', TO_DATE('2018-04-11','YYYY-MM-DD'), 14123564.61, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0849', 'Huynh Thao', 'M', TO_DATE('1996-05-02','YYYY-MM-DD'), '0341722584', 'Phuong 5, Quan 7, Da Nang', TO_DATE('2021-05-31','YYYY-MM-DD'), 17581492.53, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0850', 'Vo Nga', 'F', TO_DATE('1966-08-05','YYYY-MM-DD'), '0371107695', 'Phuong 10, Quan 3, Can Tho', TO_DATE('2024-09-06','YYYY-MM-DD'), 22497883.23, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0851', 'Vu Dung', 'F', TO_DATE('1982-10-25','YYYY-MM-DD'), '0336296642', 'Phuong 12, Quan 7, Can Tho', TO_DATE('2011-06-22','YYYY-MM-DD'), 10825988.76, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0852', 'Le Linh', 'F', TO_DATE('1994-02-26','YYYY-MM-DD'), '0912352105', 'Phuong 8, Quan 3, Da Lat', TO_DATE('2011-09-15','YYYY-MM-DD'), 6861288.13, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0853', 'Huynh Dung', 'F', TO_DATE('1999-10-31','YYYY-MM-DD'), '0357189585', 'Phuong 17, Quan 8, Da Nang', TO_DATE('2024-05-04','YYYY-MM-DD'), 22384032.03, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0854', 'Pham Giang', 'F', TO_DATE('1971-06-02','YYYY-MM-DD'), '0381878028', 'Phuong 20, Quan 9, Da Lat', TO_DATE('2011-11-18','YYYY-MM-DD'), 28608521.10, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0855', 'Hoang Anh', 'F', TO_DATE('1971-01-14','YYYY-MM-DD'), '0910790254', 'Phuong 11, Quan 9, Hai Phong', TO_DATE('2023-07-08','YYYY-MM-DD'), 21404600.73, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0856', 'Tran Trang', 'M', TO_DATE('2002-01-14','YYYY-MM-DD'), '0382959219', 'Phuong 1, Quan 11, Hai Phong', TO_DATE('2016-04-01','YYYY-MM-DD'), 15943694.04, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0857', 'Vo Dung', 'M', TO_DATE('1979-08-31','YYYY-MM-DD'), '0392650878', 'Phuong 5, Quan 9, Nha Trang', TO_DATE('2017-10-05','YYYY-MM-DD'), 8734048.77, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0858', 'Huynh Giang', 'F', TO_DATE('1999-02-12','YYYY-MM-DD'), '0382559109', 'Phuong 13, Quan 9, Ho Chi Minh', TO_DATE('2019-04-21','YYYY-MM-DD'), 24612005.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0859', 'Phan Khanh', 'M', TO_DATE('1969-09-24','YYYY-MM-DD'), '0342192574', 'Phuong 7, Quan 12, Hai Phong', TO_DATE('2014-03-03','YYYY-MM-DD'), 23641862.91, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0860', 'Phan Huy', 'F', TO_DATE('1991-08-04','YYYY-MM-DD'), '0343693493', 'Phuong 13, Quan 8, Hai Phong', TO_DATE('2011-05-12','YYYY-MM-DD'), 6686176.36, 'Accountant', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0861', 'Nguyen Giang', 'F', TO_DATE('1994-11-29','YYYY-MM-DD'), '0361092850', 'Phuong 1, Quan 8, Da Lat', TO_DATE('2017-11-18','YYYY-MM-DD'), 10612483.64, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0862', 'Vo Nga', 'F', TO_DATE('1995-08-16','YYYY-MM-DD'), '0367410881', 'Phuong 5, Quan 10, Ho Chi Minh', TO_DATE('2014-11-14','YYYY-MM-DD'), 25468491.15, 'Cashier', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0863', 'Pham Phuc', 'M', TO_DATE('1970-12-21','YYYY-MM-DD'), '0399165162', 'Phuong 6, Quan 1, Ho Chi Minh', TO_DATE('2017-04-06','YYYY-MM-DD'), 16053278.25, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0864', 'Vo Linh', 'M', TO_DATE('1988-09-27','YYYY-MM-DD'), '0399093850', 'Phuong 15, Quan 2, Can Tho', TO_DATE('2021-10-10','YYYY-MM-DD'), 13494027.54, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0865', 'Dang Phuc', 'F', TO_DATE('1977-04-03','YYYY-MM-DD'), '0366413100', 'Phuong 2, Quan 10, Ho Chi Minh', TO_DATE('2017-02-01','YYYY-MM-DD'), 25395354.02, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0866', 'Huynh Linh', 'M', TO_DATE('1992-03-31','YYYY-MM-DD'), '0391057596', 'Phuong 12, Quan 10, Ho Chi Minh', TO_DATE('2017-03-15','YYYY-MM-DD'), 9212895.70, 'Accountant', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0867', 'Dang Quynh', 'F', TO_DATE('1988-05-01','YYYY-MM-DD'), '0366826542', 'Phuong 19, Quan 6, Da Lat', TO_DATE('2016-06-15','YYYY-MM-DD'), 28469181.97, 'HR', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0868', 'Vo Phuc', 'M', TO_DATE('1990-01-27','YYYY-MM-DD'), '0327471562', 'Phuong 13, Quan 6, Da Lat', TO_DATE('2016-03-01','YYYY-MM-DD'), 21311895.21, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0869', 'Phan Hai', 'M', TO_DATE('2001-12-11','YYYY-MM-DD'), '0381347447', 'Phuong 2, Quan 2, Can Tho', TO_DATE('2024-05-13','YYYY-MM-DD'), 9598657.56, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0870', 'Phan Phuc', 'F', TO_DATE('1994-11-14','YYYY-MM-DD'), '0367132612', 'Phuong 16, Quan 9, Da Lat', TO_DATE('2015-03-10','YYYY-MM-DD'), 7538279.07, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0871', 'Nguyen Tuan', 'M', TO_DATE('1988-02-20','YYYY-MM-DD'), '0374691794', 'Phuong 6, Quan 11, Da Lat', TO_DATE('2015-01-13','YYYY-MM-DD'), 8223354.38, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0872', 'Pham Vy', 'F', TO_DATE('1985-12-04','YYYY-MM-DD'), '0375215027', 'Phuong 3, Quan 1, Ho Chi Minh', TO_DATE('2015-03-13','YYYY-MM-DD'), 29464155.91, 'Staff', 'store3');
